:BG_IMAGE
21
:BG_IMAGE

:BG_SPEED
9
:BG_SPEED

:STAGE_BGM
9
:STAGE_BGM

:BOSS_BGM
11
:BOSS_BGM

:ENEMY_DIC
20,0,0,39,28,39,0,22,18,20,normal,200,8,air,3,8,0,9,5,3,60,0,normal,none,target,-1,0,0
20,78,0,26,32,104,0,10,12,10,normal,300,9,air,5,3,0,0,6,1,30,0,normal,random,target,30,200,0
20,2,38,32,32,38,38,18,18,100,normal,200,2,air,5,20,12,9,5,1,0,0,normal,random,target,14,10,0
20,148,0,92,56,148,56,44,22,450,score,5000,4,air,4,20,10,2,6,5,25,20,medium,none,target,12,6,15
20,0,113,96,48,96,113,52,4,360,score,4000,6,air,6,23,4,0,5,4,10,20,medium,none,target,-1,0,0
20,0,161,95,79,95,161,0,0,450,score,10000,3,ground,2,27,0,4,5,1,0,10,medium,none,270,10,16,0
10,0,0,120,120,120,0,0,0,1000,score,50000,10,ground,3,24,0,4,5,1,0,10,medium,random,target,40,200,0
19,0,0,160,120,0,120,28,90,13000,score,100000,30,air,3,26,0,12,1,15,10,-10,large,random,target,-1,0,0
20,0,0,39,28,39,0,22,18,20,normal,200,8,air,-3,8,0,9,6,3,60,0,normal,none,target,-1,0,0
20,79,35,61,37,79,72,34,20,150,normal,8000,6,air,3,41,1,2,4,4,15,0,normal,none,235,-1,0,0
20,79,35,61,37,79,72,34,20,150,normal,8000,6,air,-3,41,1,2,4,4,15,0,normal,none,235,-1,0,0
:ENEMY_DIC

:HARD_ENEMY_DIC
20,0,0,39,28,39,0,22,18,20,normal,600,7,air,3,8,0,9,6,3,55,0,normal,none,target,-1,0,0
20,78,0,26,32,104,0,10,12,10,normal,900,9,air,5,3,0,0,7,5,30,0,normal,random,target,30,200,0
20,2,38,32,32,38,38,18,18,100,normal,600,2,air,5,20,12,9,5,1,0,0,normal,random,target,19,5,0
20,148,0,92,56,148,56,44,22,450,score,15000,4,air,4,20,10,2,6,5,25,20,medium,none,target,17,3,15
20,0,113,96,48,96,113,52,4,360,score,12000,6,air,6,23,4,0,7,4,10,20,medium,none,target,-1,0,0
20,0,161,95,79,95,161,0,0,450,score,30000,3,ground,2,27,0,4,5,1,0,10,medium,none,270,14,10,0
10,0,0,120,120,120,0,0,0,1000,score,150000,8,ground,3,28,0,5,6,1,0,10,medium,random,target,40,200,0
19,0,0,160,120,0,120,28,90,13000,score,300000,20,air,3,34,0,12,2,20,8,-10,large,random,target,-1,0,0
20,0,0,39,28,39,0,22,18,30,normal,600,7,air,-3,8,0,9,6,3,55,0,normal,none,target,-1,0,0
20,79,35,61,37,79,72,34,20,150,normal,24000,4,air,3,41,1,2,5,5,15,0,normal,none,235,-1,0,0
20,79,35,61,37,79,72,34,20,150,normal,24000,4,air,-3,41,1,2,5,5,15,0,normal,none,235,-1,0,0
:HARD_ENEMY_DIC

:HELL_ENEMY_DIC
20,0,0,39,28,39,0,22,18,20,normal,2000,7,air,3,8,0,9,6,5,45,0,normal,none,target,-1,0,0
20,78,0,26,32,104,0,10,12,10,normal,3000,8,air,5,3,0,0,7,5,15,0,normal,random,target,30,200,0
20,2,38,32,32,38,38,18,18,100,normal,2000,2,air,5,20,12,9,5,2,5,0,normal,random,target,-1,0,0
20,148,0,92,56,148,56,44,22,450,score,50000,2,air,4,20,10,2,7,5,10,20,medium,none,target,17,3,15
20,0,113,96,48,96,113,52,4,360,score,40000,6,air,6,23,4,0,7,7,9,20,medium,none,target,-1,0,0
20,0,161,95,79,95,161,0,0,450,score,100000,3,ground,2,27,0,4,6,1,0,10,medium,none,270,15,9,0
10,0,0,120,120,120,0,0,0,1000,score,500000,6,ground,3,28,0,5,6,1,0,10,medium,random,target,40,200,0
19,0,0,160,120,0,120,28,90,13000,score,1000000,20,air,3,33,0,12,2,20,8,-10,large,random,target,-1,0,0
20,0,0,39,28,39,0,22,18,20,normal,2000,7,air,-3,8,0,9,6,5,45,0,normal,none,target,-1,0,0
20,79,35,61,37,79,72,34,20,150,normal,80000,3,air,3,41,1,2,6,6,19,0,normal,none,235,-1,0,0
20,79,35,61,37,79,72,34,20,150,normal,80000,3,air,-3,41,1,2,6,6,19,0,normal,none,235,-1,0,0
:HELL_ENEMY_DIC

:ENEMY_TEST
50,7,center,up,boss
5,7,center,up,boss
22,0,0,154,104,0,114,78,28,13000,score,100000,30,air,3,26,0,12,1,15,10,-10,large,random,target,-1,0,0

50,9,left,60
100,10,right,60

:ENEMY_TEST

:ENEMY
80,1,center,up
85,1,60,up
85,1,150,up

100,0,left,50
100,8,right,50
110,0,left,50
110,8,right,50
120,0,left,50
120,8,right,50
130,0,left,50
130,8,right,50
140,0,left,50
140,8,right,50
150,0,left,50
150,8,right,50
160,0,left,50
160,8,right,50
170,0,left,50
170,8,right,50
180,0,left,50
180,8,right,50

210,2,center,up
215,2,40,up
215,2,170,up

250,2,135,up
250,2,65,up

310,10,right,60
350,8,0,0,bgSpeed
350,4,center,up
380,9,left,60
420,3,center,up

495,2,0,0,bgSpeed

505,5,60,up
550,5,90,up
585,2,135,up
585,2,65,up
630,8,right,50
640,8,right,50

700,3,0,0,bgSpeed
730,6,center,up,bomb
780,1,0,0,bgSpeed

900,10,right,60
940,2,0,0,bgSpeed
950,5,90,up

1030,1,center,up
1035,1,60,up
1035,1,150,up

1080,2,0,0,bgSpeed
1080,0,left,50
1080,8,right,50
1090,0,left,50
1090,8,right,50
1100,0,left,50
1100,8,right,50
1100,3,60,up
1110,0,left,50
1110,8,right,50
1120,0,left,50
1120,8,right,50

1240,9,left,60
1270,4,110,up
1300,5,60,up
1350,3,center,up
1400,5,90,up
1430,9,left,50
1430,10,right,50

1600,0,66,50,warning
1695,9,0,0,bgSpeed
1700,7,center,up,boss
1720,24,0,0,bgImage
2580,3,0,0,bgSpeed
:ENEMY
